anio mes dia dia_semana hora_inicio hora_fin actividad_base modalidad centro plazas ocupadas libres tipo_actividad
2026 1 30 viernes 16:30 17:00 matronatacion ninguna Juan_de_Dios_Roman 8 4 4 actividad_dirigida
2026 1 30 viernes 16:30 16:45 entrevista_deportiva_atp_con_prescripcion ninguna La_Almudena 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 16:30 17:00 entrevista_deportiva_atp_multidisciplinar ninguna La_Chopera 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna La_Chopera 20 9 11 uso_libre
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna La_Elipa 15 15 0 uso_libre
2026 1 30 viernes 16:30 17:30 reconocimiento_medico_deportivo_especial ninguna La_Maso 1 1 0 servicio_sanitario
2026 1 30 viernes 16:30 17:00 uso_sala_multitrabajo ninguna La_Maso 12 12 0 uso_libre
2026 1 30 viernes 16:30 17:15 barcas_lago_casa_campo ninguna Lago_Casa_de_Campo 10 0 10 barca_de_recreo
2026 1 30 viernes 16:30 18:00 uso_musculacion_los_caprichos ninguna Los_Caprichos 5 1 4 uso_libre
2026 1 30 viernes 16:30 17:00 matronatacion ninguna Luis_Aragones 8 8 0 actividad_dirigida
2026 1 30 viernes 16:30 18:00 sala_multitrabajo ninguna Luis_Aragones 35 31 4 uso_libre
2026 1 30 viernes 16:30 17:00 entrevista_deportiva_atp_multidisciplinar ninguna Marques_de_Samaranch 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 16:30 17:00 matronatacion ninguna Marques_de_Samaranch 8 7 1 actividad_dirigida
2026 1 30 viernes 16:30 18:00 uso_sala_musculacion ninguna Marques_de_Samaranch 30 30 0 uso_libre
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna Moratalaz 20 20 0 uso_libre
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna Orcasitas 30 26 4 uso_libre
2026 1 30 viernes 16:30 18:00 uso_sala_musculacion ninguna Orcasur 25 25 0 uso_libre
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna Palomeras 30 22 8 uso_libre
2026 1 30 viernes 16:30 17:00 estiramientos ninguna Pradillo 10 8 2 actividad_dirigida
2026 1 30 viernes 16:30 17:00 matronatacion ninguna Pradillo 6 6 0 actividad_dirigida
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna Pradillo 40 40 0 uso_libre
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna Pradillo 2 0 2 uso_libre
2026 1 30 viernes 16:30 16:45 prueba_de_nivel_natacion ninguna Pueblo_Nuevo 3 0 3 prueba_de_nivel
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna Pueblo_Nuevo 15 0 15 uso_libre
2026 1 30 viernes 16:30 17:30 nado_libre ninguna San_Blas 12 1 11 uso_libre
2026 1 30 viernes 16:30 17:30 nado_libre ninguna San_Blas 12 0 12 uso_libre
2026 1 30 viernes 16:30 16:45 prueba_de_nivel_de_natacion ninguna San_Blas 1 0 1 prueba_de_nivel
2026 1 30 viernes 16:30 17:00 prueba_nivel_de_tenis ninguna San_Juan_Bautista 1 0 1 prueba_de_nivel
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna San_Juan_Bautista 18 15 3 uso_libre
2026 1 30 viernes 16:30 17:30 tenis_acondicionamiento ninguna Tenis_Casa_de_Campo 10 4 6 actividad_dirigida
2026 1 30 viernes 16:30 17:30 tenis_acondicionamiento ninguna Tenis_Casa_de_Campo 10 0 10 actividad_dirigida
2026 1 30 viernes 16:30 17:30 gimnasia_suave ninguna Torrespana 12 6 6 actividad_dirigida
2026 1 30 viernes 16:30 17:30 pilates_mesd ninguna Torrespana 12 6 6 actividad_dirigida
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna Torrespana 6 6 0 uso_libre
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna Triangulo_de_Oro 80 60 20 uso_libre
2026 1 30 viernes 16:30 18:00 uso_sala_multitrabajo ninguna Vicente_del_Bosque 25 23 2 uso_libre
2026 1 30 viernes 16:35 17:05 entrevista_deportiva_atp_multidisciplinar ninguna Playa_Victoria 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 16:45 17:00 entrevista_deportiva_atp_con_prescripcion ninguna Antiguo_Canodromo 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 16:45 17:15 prueba_de_nivel_de_natacion ninguna Cerro_Almodovar 1 0 1 prueba_de_nivel
2026 1 30 viernes 16:45 17:30 barcas_estanque_del_retiro ninguna Estanque_del_Retiro 20 0 20 barca_de_recreo
2026 1 30 viernes 16:45 18:15 uso_sala_musculacion ninguna Francisco_Fernandez_Ochoa 130 96 34 uso_libre
2026 1 30 viernes 16:45 17:00 entrevista_deportiva_atp_con_prescripcion ninguna Juan_de_Dios_Roman 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 16:45 17:15 matronatacion ninguna La_Almudena 8 8 0 actividad_dirigida
2026 1 30 viernes 16:45 17:45 pilates_basico ninguna La_Almudena 10 9 1 actividad_dirigida
2026 1 30 viernes 16:45 17:00 prueba_de_nivel_de_natacion ninguna Luis_Aragones 6 0 6 prueba_de_nivel
2026 1 30 viernes 16:45 17:00 prueba_de_nivel_natacion ninguna Marques_de_Samaranch 2 0 2 prueba_de_nivel
2026 1 30 viernes 16:45 17:30 combinada_piscina ninguna Moratalaz 10 8 2 actividad_dirigida
2026 1 30 viernes 16:45 17:00 prueba_de_nivel_de_tenis ninguna Moratalaz 6 0 6 prueba_de_nivel
2026 1 30 viernes 16:45 17:30 cubo_gym_cross_training_funcional ninguna Plata_y_Castanar 10 7 3 actividad_dirigida
2026 1 30 viernes 16:45 17:45 uso_sauna ninguna Pradillo 4 4 0 uso_libre
2026 1 30 viernes 16:45 17:45 uso_sauna ninguna Pradillo 4 4 0 uso_libre
2026 1 30 viernes 16:45 17:15 matronatacion ninguna Pueblo_Nuevo 8 0 8 actividad_dirigida
2026 1 30 viernes 16:45 17:45 pilates ninguna Pueblo_Nuevo 20 0 20 actividad_dirigida
2026 1 30 viernes 16:45 17:00 prueba_de_nivel_natacion ninguna Pueblo_Nuevo 3 0 3 prueba_de_nivel
2026 1 30 viernes 16:45 17:00 prueba_de_nivel_de_natacion ninguna San_Blas 1 0 1 prueba_de_nivel
2026 1 30 viernes 16:50 17:05 entrevista_deportiva_atp_con_prescripcion ninguna Estadio_Vallehermoso 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 16:55 18:25 uso_sala_musculacion ninguna Alfredo_Goyeneche 50 25 25 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Alfredo_Goyeneche 20 19 1 uso_libre
2026 1 30 viernes 17:00 17:45 pilates_acuatico ninguna Aluche 10 4 6 actividad_dirigida
2026 1 30 viernes 17:00 18:00 uso_pista_atletismo ninguna Aluche 100 1 99 uso_libre
2026 1 30 viernes 17:00 18:30 uso_sala_multitrabajo ninguna Aluche 45 45 0 uso_libre
2026 1 30 viernes 17:00 17:45 uso_de_sauna ninguna Aluche 1 1 0 uso_libre
2026 1 30 viernes 17:00 17:45 uso_de_sauna ninguna Aluche 1 1 0 uso_libre
2026 1 30 viernes 17:00 18:00 ciclo_sala_virtual ninguna Antonio_Diaz_Miguel 15 5 10 actividad_dirigida
2026 1 30 viernes 17:00 17:30 matronatacion ninguna Antonio_Diaz_Miguel 8 8 0 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre calles_central Barajas 16 11 5 uso_libre
2026 1 30 viernes 17:00 18:30 uso_sala_musculacion ninguna Barajas 35 35 0 uso_libre
2026 1 30 viernes 17:00 18:00 fitness ninguna Centro_Integrado_Arganzuela 25 11 14 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre calles_intermedia Centro_Integrado_Arganzuela 10 10 0 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre calles_intermedia Centro_Integrado_Arganzuela 10 10 0 uso_libre
2026 1 30 viernes 17:00 18:00 uso_libre_sala_de_musculacion_60 ninguna Centro_Integrado_Arganzuela 30 26 4 uso_libre
2026 1 30 viernes 17:00 18:00 fuerza_gap ninguna Cerro_Almodovar 14 12 2 actividad_dirigida
2026 1 30 viernes 17:00 18:00 hipopresivos_y_estiramientos ninguna Cerro_Almodovar 14 10 4 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Cerro_Almodovar 10 3 7 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Cerro_Almodovar 10 2 8 uso_libre
2026 1 30 viernes 17:00 18:00 pickleball_acondicionamiento ninguna Cerro_Almodovar 16 16 0 actividad_dirigida
2026 1 30 viernes 17:00 19:00 uso_circuito_bmx ninguna Circuito_BMX_Madrid_Rio 40 1 39 uso_libre
2026 1 30 viernes 17:00 18:00 marcha_nordica_por_madrid ninguna Concepcion 25 1 24 actividad_dirigida
2026 1 30 viernes 17:00 17:30 prueba_de_nivel_padel ninguna Concepcion 10 2 8 prueba_de_nivel
2026 1 30 viernes 17:00 18:00 tenis_acondicionamiento ninguna Concepcion 8 3 5 actividad_dirigida
2026 1 30 viernes 17:00 18:00 uso_pista_atletismo ninguna Concepcion 10 0 10 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Daoiz_y_Velarde 10 4 6 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Daoiz_y_Velarde 10 3 7 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Daoiz_y_Velarde 10 2 8 uso_libre
2026 1 30 viernes 17:00 18:00 pilates_mesd ninguna Daoiz_y_Velarde 15 14 1 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre ninguna El_Espinillo 20 15 5 uso_libre
2026 1 30 viernes 17:00 17:15 prueba_de_nivel_de_natacion ninguna El_Espinillo 2 1 1 prueba_de_nivel
2026 1 30 viernes 17:00 18:00 funcional_cubo_gym ninguna El_Quijote 10 10 0 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre calles_central Entrevias 16 7 9 uso_libre
2026 1 30 viernes 17:00 18:00 uso_pista_atletismo ninguna Estadio_Vallehermoso 70 7 63 uso_libre
2026 1 30 viernes 17:00 17:45 barcas_estanque_del_retiro ninguna Estanque_del_Retiro 20 0 20 barca_de_recreo
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Faustina_Valladolid 18 13 5 uso_libre
2026 1 30 viernes 17:00 18:00 uso_de vaso_ensenanza Faustina_Valladolid 6 2 4 uso_libre
2026 1 30 viernes 17:00 17:15 entrevista_deportiva_atp_con_prescripcion ninguna Fernando_Martin 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Fernando_Martin 24 7 17 uso_libre
2026 1 30 viernes 17:00 18:00 pilates ninguna Fernando_Martin 10 9 1 actividad_dirigida
2026 1 30 viernes 17:00 18:00 pilates ninguna Francisco_Fernandez_Ochoa 20 0 20 actividad_dirigida
2026 1 30 viernes 17:00 18:00 pilates_mesd ninguna Fuente_del_Berro 16 0 16 actividad_dirigida
2026 1 30 viernes 17:00 18:30 uso_sala_multitrabajo ninguna Fuente_del_Berro 12 0 12 uso_libre
2026 1 30 viernes 17:00 18:30 sala_musculacion ninguna Gallur 10 10 0 uso_libre
2026 1 30 viernes 17:00 18:30 uso_sala_musculacion ninguna Gallur 20 20 0 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre bordillo Gimnasio_Moscardo 10 8 2 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre central Gimnasio_Moscardo 20 13 7 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Hortaleza 10 10 0 uso_libre
2026 1 30 viernes 17:00 18:00 padel_acondicionamiento ninguna Hortaleza 8 1 7 actividad_dirigida
2026 1 30 viernes 17:00 18:00 pilates ninguna Hortaleza 20 17 3 actividad_dirigida
2026 1 30 viernes 17:00 18:00 pilates_iniciacion ninguna Jose_Maria_Cagigal 15 10 5 actividad_dirigida
2026 1 30 viernes 17:00 18:30 uso_sala_multitrabajo ninguna Jose_Maria_Cagigal 8 8 0 uso_libre
2026 1 30 viernes 17:00 17:15 entrevista_deportiva_atp_con_prescripcion ninguna Juan_de_Dios_Roman 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:00 17:30 fuerza_core_express ninguna Juan_de_Dios_Roman 12 7 5 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Juan_de_Dios_Roman 16 7 9 uso_libre
2026 1 30 viernes 17:00 18:00 fuerza_en_sala_multitrabajo ninguna La_Elipa 6 6 0 actividad_dirigida
2026 1 30 viernes 17:00 18:00 entrenamiento_funcional ninguna La_Fundi 25 21 4 actividad_dirigida
2026 1 30 viernes 17:00 18:00 entrenamiento_por_intervalos ninguna La_Fundi 18 15 3 actividad_dirigida
2026 1 30 viernes 17:00 18:00 calistenia ninguna La_Maso 20 0 20 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre ninguna La_Maso 20 19 1 uso_libre
2026 1 30 viernes 17:00 17:30 uso_sala_multitrabajo ninguna La_Maso 12 12 0 uso_libre
2026 1 30 viernes 17:00 17:45 barcas_lago_casa_campo ninguna Lago_Casa_de_Campo 11 0 11 barca_de_recreo
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Luis_Aragones 16 12 4 uso_libre
2026 1 30 viernes 17:00 18:00 aerofitness ninguna Margot_Moles 15 7 8 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Margot_Moles 10 8 2 uso_libre
2026 1 30 viernes 17:00 18:00 uso_pista_atletismo ninguna Margot_Moles 40 0 40 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Maria_Jesus_Rosa 4 0 4 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Maria_Jesus_Rosa 12 12 0 uso_libre
2026 1 30 viernes 17:00 18:30 uso_sala_cardio ninguna Maria_Jesus_Rosa 10 6 4 uso_libre
2026 1 30 viernes 17:00 17:30 entrevista_deportiva_atp_multidisciplinar ninguna Marques_de_Samaranch 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Marques_de_Samaranch 24 16 8 uso_libre
2026 1 30 viernes 17:00 17:30 prueba_de_nivel_natacion ninguna Marques_de_Samaranch 4 0 4 prueba_de_nivel
2026 1 30 viernes 17:00 18:30 uso_sala_multitrabajo ninguna Miguel_Guillen_Prim 12 12 0 uso_libre
2026 1 30 viernes 17:00 18:00 fuerza_en_sala_multitrabajo ninguna Moratalaz 5 5 0 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Moratalaz 30 10 20 uso_libre
2026 1 30 viernes 17:00 18:00 patinaje_en_familia ninguna Moratalaz 15 0 15 actividad_dirigida
2026 1 30 viernes 17:00 18:00 pilates ninguna Moratalaz 14 14 0 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Orcasitas 20 12 8 uso_libre
2026 1 30 viernes 17:00 18:00 uso_pista_atletismo ninguna Orcasitas 75 0 75 uso_libre
2026 1 30 viernes 17:00 18:00 baile ninguna Palomeras 25 23 2 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre calles_central Palomeras 20 8 12 uso_libre
2026 1 30 viernes 17:00 18:00 padel_acondicionamiento ninguna Palomeras 8 7 1 actividad_dirigida
2026 1 30 viernes 17:00 18:00 pilates_iniciacion ninguna Palomeras 6 1 5 actividad_dirigida
2026 1 30 viernes 17:00 18:00 uso_pista_atletismo ninguna Palomeras 50 1 49 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Plata_y_Castanar 15 4 11 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Plata_y_Castanar 15 1 14 uso_libre
2026 1 30 viernes 17:00 18:00 fuerza_en_sala_multitrabajo ninguna Playa_Victoria 5 5 0 actividad_dirigida
2026 1 30 viernes 17:00 17:30 entrevista_deportiva_atp_multidisciplinar ninguna Pradillo 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:00 18:00 pilates ninguna Pradillo 18 18 0 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Pueblo_Nuevo 20 0 20 uso_libre
2026 1 30 viernes 17:00 17:15 prueba_de_nivel_natacion ninguna Pueblo_Nuevo 3 0 3 prueba_de_nivel
2026 1 30 viernes 17:00 17:30 matronatacion ninguna Raul_Gonzalez 4 0 4 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre ninguna San_Blas 12 5 7 uso_libre
2026 1 30 viernes 17:00 17:15 prueba_de_nivel_de_natacion ninguna San_Blas 1 0 1 prueba_de_nivel
2026 1 30 viernes 17:00 18:00 fuerza_en_sala_multitrabajo ninguna San_Cristobal 4 1 3 actividad_dirigida
2026 1 30 viernes 17:00 18:30 uso_sala_multitrabajo ninguna San_Cristobal 88 58 30 uso_libre
2026 1 30 viernes 17:00 17:45 uso_sauna ninguna San_Cristobal 6 4 2 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre ninguna San_Juan_Bautista 50 15 35 uso_libre
2026 1 30 viernes 17:00 18:00 padel_acondicionamiento ninguna San_Juan_Bautista 8 0 8 actividad_dirigida
2026 1 30 viernes 17:00 17:30 prueba_nivel_de_tenis ninguna San_Juan_Bautista 1 0 1 prueba_de_nivel
2026 1 30 viernes 17:00 18:30 uso_sala_multitrabajo ninguna Torrespana 6 6 0 uso_libre
2026 1 30 viernes 17:00 18:00 nado_libre calles_central Triangulo_de_Oro 40 13 27 uso_libre
2026 1 30 viernes 17:00 18:00 cubo_gym_cross_training_funcional ninguna Vicente_del_Bosque 16 0 16 actividad_dirigida
2026 1 30 viernes 17:00 18:00 fuerza_gap ninguna Vicente_del_Bosque 16 8 8 actividad_dirigida
2026 1 30 viernes 17:00 18:00 padel_acondicionamiento ninguna Vicente_del_Bosque 8 2 6 actividad_dirigida
2026 1 30 viernes 17:00 18:00 pickleball_acondicionamiento ninguna Vicente_del_Bosque 12 0 12 actividad_dirigida
2026 1 30 viernes 17:00 18:00 nado_libre ninguna Wilfred_Agbonavbare 24 5 19 uso_libre
2026 1 30 viernes 17:10 17:25 entrevista_deportiva_atp_con_prescripcion ninguna Estadio_Vallehermoso 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:10 17:40 entrevista_deportiva_atp_multidisciplinar ninguna Playa_Victoria 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:10 17:55 ciclo_sala ninguna Pradillo 20 20 0 actividad_dirigida
2026 1 30 viernes 17:15 17:45 prueba_de_nivel_de_natacion ninguna Cerro_Almodovar 1 0 1 prueba_de_nivel
2026 1 30 viernes 17:15 18:00 actividad_fisica_y_juego_4_5_anos ninguna El_Espinillo 12 1 11 actividad_dirigida
2026 1 30 viernes 17:15 17:45 matronatacion_3_4_anos ninguna El_Espinillo 6 6 0 actividad_dirigida
2026 1 30 viernes 17:15 18:00 barcas_estanque_del_retiro ninguna Estanque_del_Retiro 20 0 20 barca_de_recreo
2026 1 30 viernes 17:15 17:30 entrevista_deportiva_atp_con_prescripcion ninguna Fernando_Martin 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:15 18:15 nado_libre ninguna Gallur 10 10 0 uso_libre
2026 1 30 viernes 17:15 18:15 nado_libre central Gallur 10 4 6 uso_libre
2026 1 30 viernes 17:15 17:30 entrevista_deportiva_atp_con_prescripcion ninguna Juan_de_Dios_Roman 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:15 18:15 nado_libre ninguna Juan_de_Dios_Roman 6 4 2 uso_libre
2026 1 30 viernes 17:15 18:45 uso_sala_musculacion ninguna La_Fundi 30 30 0 uso_libre
2026 1 30 viernes 17:15 18:15 nado_libre ninguna Las_Cruces 20 16 4 uso_libre
2026 1 30 viernes 17:15 17:20 prueba_de_nivel_padel ninguna Las_Cruces 2 0 2 prueba_de_nivel
2026 1 30 viernes 17:15 17:45 entrevista_deportiva_atp_multidisciplinar ninguna Luis_Aragones 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:15 17:30 prueba_de_nivel_natacion ninguna Margot_Moles 2 2 0 prueba_de_nivel
2026 1 30 viernes 17:15 17:30 prueba_de_nivel_de_natacion ninguna Maria_Jesus_Rosa 3 0 3 prueba_de_nivel
2026 1 30 viernes 17:15 18:15 funcional ninguna Playa_Victoria 10 2 8 actividad_dirigida
2026 1 30 viernes 17:15 18:45 uso_sala_multitrabajo ninguna Playa_Victoria 25 25 0 uso_libre
2026 1 30 viernes 17:15 17:30 prueba_de_nivel_natacion ninguna Pueblo_Nuevo 3 0 3 prueba_de_nivel
2026 1 30 viernes 17:15 17:30 prueba_de_nivel_de_natacion ninguna San_Blas 1 1 0 prueba_de_nivel
2026 1 30 viernes 17:30 18:30 gimnasia_suave ninguna Antonio_Diaz_Miguel 18 17 1 actividad_dirigida
2026 1 30 viernes 17:30 19:00 uso_sala_multitrabajo ninguna Antonio_Diaz_Miguel 80 53 27 uso_libre
2026 1 30 viernes 17:30 18:00 matronatacion ninguna Blanca_Fernandez_Ochoa 8 3 5 actividad_dirigida
2026 1 30 viernes 17:30 18:30 nado_libre ninguna Blanca_Fernandez_Ochoa 20 5 15 uso_libre
2026 1 30 viernes 17:30 18:15 cubo_gym_cross_training_funcional ninguna Casa_de_Campo 10 0 10 actividad_dirigida
2026 1 30 viernes 17:30 18:00 entrevista_deportiva_atp_multidisciplinar ninguna Centro_Integrado_Arganzuela 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:30 18:00 matronatacion ninguna Centro_Integrado_Arganzuela 6 6 0 actividad_dirigida
2026 1 30 viernes 17:30 18:30 circuito_fitness ninguna Ciudad_de_los_Poetas 20 9 11 actividad_dirigida
2026 1 30 viernes 17:30 18:30 nado_libre ninguna Concepcion 20 12 8 uso_libre
2026 1 30 viernes 17:30 18:00 prueba_de_nivel_padel ninguna Concepcion 10 0 10 prueba_de_nivel
2026 1 30 viernes 17:30 18:30 uso_pista_atletismo ninguna Estadio_Vallehermoso 70 2 68 uso_libre
2026 1 30 viernes 17:30 18:15 barcas_estanque_del_retiro ninguna Estanque_del_Retiro 20 0 20 barca_de_recreo
2026 1 30 viernes 17:30 19:30 uso_rocodromo ninguna Eva_Duarte 4 0 4 uso_libre
2026 1 30 viernes 17:30 19:00 sala_de_musculacion ninguna Felix_Rubio 12 12 0 uso_libre
2026 1 30 viernes 17:30 17:45 entrevista_deportiva_atp_con_prescripcion ninguna Fernando_Martin 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:30 18:30 nado_libre ninguna Francisco_Fernandez_Ochoa 20 20 0 uso_libre
2026 1 30 viernes 17:30 19:00 uso_sala_multitrabajo ninguna Fuente_del_Berro 12 0 12 uso_libre
2026 1 30 viernes 17:30 19:00 uso_pista_atletismo ninguna Gallur 30 30 0 uso_libre
2026 1 30 viernes 17:30 19:00 uso_sala_multitrabajo ninguna Jose_Maria_Cagigal 6 6 0 uso_libre
2026 1 30 viernes 17:30 17:45 entrevista_deportiva_atp_con_prescripcion ninguna Juan_de_Dios_Roman 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:30 18:30 nado_libre ninguna La_Almudena 10 10 0 uso_libre
2026 1 30 viernes 17:30 18:30 baloncesto_acondicionamiento ninguna La_Fundi 16 16 0 actividad_dirigida
2026 1 30 viernes 17:30 18:30 reconocimiento_medico_deportivo_especial ninguna La_Maso 1 1 0 servicio_sanitario
2026 1 30 viernes 17:30 18:00 uso_sala_multitrabajo ninguna La_Maso 12 12 0 uso_libre
2026 1 30 viernes 17:30 18:00 matronatacion ninguna Las_Cruces 8 8 0 actividad_dirigida
2026 1 30 viernes 17:30 19:00 uso_sala_musculacion ninguna Las_Cruces 90 85 5 uso_libre
2026 1 30 viernes 17:30 17:45 prueba_de_nivel_natacion ninguna Pueblo_Nuevo 3 0 3 prueba_de_nivel
2026 1 30 viernes 17:30 18:30 nado_libre ninguna San_Blas 12 3 9 uso_libre
2026 1 30 viernes 17:30 18:30 nado_libre ninguna San_Blas 12 1 11 uso_libre
2026 1 30 viernes 17:30 17:45 prueba_de_nivel_de_natacion ninguna San_Blas 1 1 0 prueba_de_nivel
2026 1 30 viernes 17:30 18:00 prueba_nivel_de_tenis ninguna San_Juan_Bautista 1 0 1 prueba_de_nivel
2026 1 30 viernes 17:30 18:15 ciclo_sala ninguna Torrespana 8 6 2 actividad_dirigida
2026 1 30 viernes 17:30 18:30 pilates_mesd ninguna Torrespana 12 12 0 actividad_dirigida
2026 1 30 viernes 17:30 19:00 uso_sala_multitrabajo ninguna Torrespana 6 6 0 uso_libre
2026 1 30 viernes 17:35 17:50 entrevista_deportiva_atp_con_prescripcion ninguna Pradillo 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:45 19:15 uso_sala_musculacion ninguna Blanca_Fernandez_Ochoa 35 35 0 uso_libre
2026 1 30 viernes 17:45 18:00 prueba_de_nivel_natacion ninguna Centro_Integrado_Arganzuela 1 1 0 prueba_de_nivel
2026 1 30 viernes 17:45 18:15 prueba_de_nivel_de_natacion ninguna Cerro_Almodovar 1 0 1 prueba_de_nivel
2026 1 30 viernes 17:45 18:30 barcas_estanque_del_retiro ninguna Estanque_del_Retiro 20 0 20 barca_de_recreo
2026 1 30 viernes 17:45 18:00 entrevista_deportiva_atp_con_prescripcion ninguna Fernando_Martin 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:45 19:15 uso_sala_musculacion ninguna Gallur 10 10 0 uso_libre
2026 1 30 viernes 17:45 18:15 entrenamiento_en_suspension ninguna Juan_de_Dios_Roman 8 4 4 actividad_dirigida
2026 1 30 viernes 17:45 18:00 entrevista_deportiva_atp_con_prescripcion ninguna Juan_de_Dios_Roman 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:45 18:45 pilates_basico ninguna La_Almudena 10 8 2 actividad_dirigida
2026 1 30 viernes 17:45 18:15 entrevista_deportiva_atp_multidisciplinar ninguna Luis_Aragones 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 17:45 18:00 prueba_de_nivel_de_natacion ninguna San_Blas 1 1 0 prueba_de_nivel
2026 1 30 viernes 17:45 19:15 uso_sala_musculacion ninguna Wilfred_Agbonavbare 25 23 2 uso_libre
2026 1 30 viernes 18:00 19:00 nado_libre ninguna Alfredo_Goyeneche 20 20 0 uso_libre
2026 1 30 viernes 18:00 19:00 uso_de vaso_ensenanza Alfredo_Goyeneche 7 6 1 uso_libre
2026 1 30 viernes 18:00 19:00 fuerza_hipopresivos ninguna Aluche 15 15 0 actividad_dirigida
2026 1 30 viernes 18:00 18:45 uso_de_sauna ninguna Aluche 1 1 0 uso_libre
2026 1 30 viernes 18:00 18:45 uso_de_sauna ninguna Aluche 1 1 0 uso_libre
2026 1 30 viernes 18:00 18:30 matronatacion ninguna Antonio_Diaz_Miguel 8 8 0 actividad_dirigida
2026 1 30 viernes 18:00 19:30 calistenia ninguna Barajas 15 0 15 actividad_dirigida
2026 1 30 viernes 18:00 19:00 nado_libre calles_central Barajas 16 13 3 uso_libre
2026 1 30 viernes 18:00 19:30 uso_libre_de_sala_multitrabajo ninguna Casa_de_Campo 25 25 0 uso_libre
2026 1 30 viernes 18:00 19:00 yoga ninguna Casa_de_Campo 15 13 2 actividad_dirigida
